cosine,jaccard,levenshtein,lcsstr,overlap,amicus,bonica,label
0.8804087784801333,0.782608695652174,5,7,0.9473684210526315,ABRO INDUSTRIES INC,PARAGON INDUSTRIES INC,0
0.8651809126974003,0.7619047619047619,10,8,0.8888888888888888,ABRO INDUSTRIES INC,PRO PAC INDUSTRIES,0
0.8902638145194516,0.8,8,8,0.9411764705882353,ABRO INDUSTRIES INC,RAYCON INDUSTRIES,0
0.8651809126974003,0.7619047619047619,4,4,0.8888888888888888,ABRO INDUSTRIES INC,RSK INDUSTRIES INC,0
0.8947368421052632,0.8095238095238095,4,4,0.8947368421052632,ABRO INDUSTRIES INC,STAR INDUSTRIES INC,0
0.9411764705882353,0.8888888888888888,1,3,0.9411764705882353,ACA INTERNATIONAL,ACT INTERNATIONAL,0
0.8677218312746247,0.7619047619047619,4,6,0.9411764705882353,ACA INTERNATIONAL,AFSCME INTERNATIONAL,0
0.8902638145194516,0.8,4,5,0.9411764705882353,ACA INTERNATIONAL,CAVEL INTERNATIONAL,0
0.8597269536210951,0.7391304347826086,14,20,1.0,ACA INTERNATIONAL,CENTRAL INDIANA ETHANOL,0
0.8902638145194516,0.8,4,4,0.9411764705882353,ACA INTERNATIONAL,COSTA INTERNATIONAL,0
0.824621125123532,0.68,9,10,1.0,ACA INTERNATIONAL,IQ DATA INTERNATIONAL INC,0
0.8823529411764706,0.7894736842105263,2,3,0.8823529411764706,ACA INTERNATIONAL,LCI INTERNATIONAL,0
0.8790490729915326,0.7727272727272727,6,7,1.0,ACA INTERNATIONAL,PALA INTERNATIONAL INC,0
0.9219544457292888,0.85,4,6,1.0,ACA INTERNATIONAL,PALACE INTERNATIONAL,0
0.7071067811865475,0.5,13,15,1.0,ACLU OF MARYLAND,RADOL LC,0
0.9258200997725514,0.8571428571428571,8,10,1.0,ACLU OF OHIO,WILCO OF HOUMA,0
0.944911182523068,0.8928571428571429,3,6,1.0,ACTION APARTMENT ASSOCIATION,ATI APARTMENT ASSOCIATION,0
0.8882347881956881,0.7941176470588235,8,11,0.9642857142857143,ACTION APARTMENT ASSOCIATION,CHICAGOLAND APARTMENT ASSOCIATION,0
0.8882347881956881,0.7941176470588235,9,11,0.9642857142857143,ACTION APARTMENT ASSOCIATION,FIRST COAST APARTMENT ASSOCIATION,0
0.8882347881956881,0.7941176470588235,8,11,0.9642857142857143,ACTION APARTMENT ASSOCIATION,SAN ANTONIO APARTMENT ASSOCIATION,0
0.9074852129730302,0.8235294117647058,9,13,1.0,ACTIONAIDS INC,DAVIS PONTIAC INC,0
0.8846517369293828,0.782608695652174,5,12,1.0,ACTIVISION BLIZZARD INC,ACTIVISON BLIZZARD,1
0.8660254037844386,0.75,9,11,1.0,ADAM OPEL AG,A LA MODE,0
0.8583950752789522,0.7368421052631579,10,15,1.0,ADAM WUEST INC,ADAMS COUNTY WINERY,0
0.5730682550612528,0.39215686274509803,33,40,0.6896551724137931,ADULT PREICWA INDIAN ADOPTEES,INT L LONGSHORE & WAREHOUSE UNION LOCAL 13,0
0.8583950752789522,0.7368421052631579,14,13,1.0,ADVOCATES IN ACTION,ACTION SOD INC,0
0.8597269536210951,0.7391304347826086,6,9,1.0,ADVOCATES INTERNATIONAL,ACT INTERNATIONAL,0
0.8846517369293828,0.782608695652174,6,9,1.0,ADVOCATES INTERNATIONAL,ADCO INTERNATIONAL,0
0.8610567718228918,0.75,6,9,0.9473684210526315,ADVOCATES INTERNATIONAL,CAVEL INTERNATIONAL,0
0.8610567718228918,0.75,7,9,0.9473684210526315,ADVOCATES INTERNATIONAL,HADCO INTERNATIONAL,0
0.8858795678282981,0.7916666666666666,7,9,0.95,ADVOCATES INTERNATIONAL,PACSAT INTERNATIONAL,0
0.8695652173913043,0.7692307692307693,7,9,0.8695652173913043,ADVOCATES INTERNATIONAL,SEA WATCH INTERNATIONAL,0
0.9258200997725514,0.8571428571428571,12,8,1.0,AFRICAN AMERICAN ASSOCIATION,AMERICAN ASSOCIATION INC,0
0.9230769230769231,0.8571428571428571,2,7,0.9230769230769231,AFSCME DISTRICT COUNCIL 37,AFSCMA DISTRICT COUNCIL 36,0
0.9230769230769231,0.8571428571428571,2,2,0.9230769230769231,AFSCME DISTRICT COUNCIL 37,AFSCME DISTRICT COUNCIL 48,0
0.8677218312746247,0.7619047619047619,4,6,0.9411764705882353,AFSCME INTERNATIONAL,ACA INTERNATIONAL,0
0.8677218312746247,0.7619047619047619,4,6,0.9411764705882353,AFSCME INTERNATIONAL,ACT INTERNATIONAL,0
0.872081599272381,0.7727272727272727,6,6,0.8947368421052632,AFSCME INTERNATIONAL,CAVEL INTERNATIONAL,0
0.872081599272381,0.7727272727272727,6,6,0.8947368421052632,AFSCME INTERNATIONAL,M TEC INTERNATIONAL,0
0.8677218312746247,0.7619047619047619,5,5,0.9411764705882353,AFSCME INTERNATIONAL,MEE INTERNATIONAL,0
0.8959786703810408,0.8095238095238095,5,6,0.9444444444444444,AFSCME INTERNATIONAL,NAMS INTERNATIONAL,0
0.8783100656536799,0.782608695652174,9,7,0.9,AFSCME INTERNATIONAL,SEA INTERNATIONAL INC,0
0.8823529411764706,0.7894736842105263,3,5,0.8823529411764706,AGERE SYSTEMS INC,AERCO SYSTEMS INC,0
0.8823529411764706,0.7894736842105263,4,4,0.8823529411764706,AGERE SYSTEMS INC,DRAKE SYSTEMS INC,0
0.8767140075192094,0.7777777777777778,5,5,0.9333333333333333,AGERE SYSTEMS INC,RAC SYSTEMS INC,0
0.8902638145194516,0.8,5,7,0.9411764705882353,AGERE SYSTEMS INC,REWATER SYSTEMS INC,0
0.8703882797784892,0.7692307692307693,5,7,0.9090909090909091,AGILENT TECHNOLOGIES INC,COGEN TECHNOLOGIES INC,0
0.875,0.7777777777777778,6,7,0.875,AGILENT TECHNOLOGIES INC,FIGTREE TECHNOLOGIES INC,0
0.893819357296686,0.8076923076923077,6,7,0.9130434782608695,AGILENT TECHNOLOGIES INC,HEALTH TECHNOLOGIES INC,0
0.867227382716513,0.76,6,11,0.95,AGILENT TECHNOLOGIES INC,"LE TECHNOLOGIES, INC",0
0.8981462390204986,0.8148148148148148,7,8,0.9166666666666666,AGILENT TECHNOLOGIES INC,MATERIAL TECHNOLOGIES INC,0
0.8981462390204986,0.8148148148148148,7,8,0.9166666666666666,AGILENT TECHNOLOGIES INC,MINERALS TECHNOLOGIES INC,0
0.9035253315161441,0.8214285714285714,7,10,0.9583333333333334,AGILENT TECHNOLOGIES INC,RIEGELMANN TECHNOLOGIES INC,0
0.9139076937674137,0.84,5,7,0.9545454545454546,AGILENT TECHNOLOGIES INC,TITLE TECHNOLOGIES INC,0
0.9047619047619048,0.8260869565217391,8,9,0.9047619047619048,AH ROBINS COMPANY INC,SHANDOR & COMPANY INC,0
0.8651809126974003,0.7619047619047619,10,14,0.8888888888888888,AIDS ACTION COUNCIL,DAVIS AUCTIONS INC,0
0.898717034272917,0.8076923076923077,10,13,1.0,AIR FORCE ASSOCIATION,FLORIDA ARCADE ASSOCIATION,0
0.8660254037844387,0.75,12,16,1.0,AIR FORCE ASSOCIATION,FRASER EDUCATION ASSOCIATION,0
0.7905694150420948,0.625,11,12,1.0,AIR FRANCE,CAREFREE AIR INC,0
0.7254762501100117,0.5263157894736842,13,17,1.0,AIR FRANCE,SEADRIFT REALTY INC,0
0.9332565252573828,0.8709677419354839,6,8,1.0,AIR LINE PILOTS ASSOCIATION,AIRLINE PILOTS ASSOCIATION INTL,1
0.9649012813540154,0.9310344827586207,4,6,1.0,AIR LINE PILOTS ASSOCIATION,US AIRLINE PILOTS ASSOCIATION,1
0.44383603287318546,0.25,36,41,0.7058823529411765,AIR MOVING AND CONDITIONING ASSOCIATION INC,TGS JOINT VENTURE,0
0.9192547197409877,0.85,28,33,0.9444444444444444,AIRCRAFT OWNERS AND PILOTS ASSOCIATION,SEAFARER S POLITICAL ACTION DONATION,0
0.8959786703810408,0.8095238095238095,10,13,0.9444444444444444,AIRLINES FOR AMERICA,AMERICANS FOR RICE,0
0.8740284488750757,0.7741935483870968,15,15,0.9230769230769231,AIRPORT COUNCIL INTERNATIONAL,AUCTIONS INTERNATIONAL INC,0
0.8680790595108567,0.7666666666666667,7,8,0.8846153846153846,AIRTOUCH COMMUNICATIONS INC,CAPITAL COMMUNICATIONS INC,0
0.8783100656536799,0.7714285714285715,14,16,1.0,AIRTOUCH COMMUNICATIONS INC,SOUTHERN PACIFIC COMMUNICATIONS INC,0
0.8819171036881969,0.7777777777777778,21,25,1.0,ALABAMA CITIZENS FOR CHOICE,COASTAL HOME CARE INC,0
0.8951435925492911,0.8064516129032258,7,19,0.9615384615384616,ALABAMA FARM BUREAU FEDERATION,ALABAMAS FARMER FEDERATION,1
0.6614378277661476,0.4375,11,14,1.0,ALABAMA POWER CO,WLMAPAC,0
0.8981462390204986,0.8148148148148148,4,13,0.9166666666666666,ALABAMA PRESS ASSOCIATION,ALABAMA BEER ASSOCIATION,0
0.8669214468630108,0.7586206896551724,6,7,0.9565217391304348,ALABAMA SHERIFFS ASSOCIATION,ME SHERIFFS ASSOCIATION,0
0.8908708063747479,0.8,5,7,0.9523809523809523,ALABAMA STATE UNIVERSITY,BALL STATE UNIVERSITY,0
0.8657680793384717,0.7631578947368421,6,8,0.8787878787878788,ALABAMA TRIAL LAWYERS ASSOCIATION,AMERICAN TRIAL LAWYERS ASSOCIATION,0
0.8657680793384717,0.7631578947368421,6,8,0.8787878787878788,ALABAMA TRIAL LAWYERS ASSOCIATION,ARKANSAS TRIAL LAWYERS ASSOCIATION,0
0.9170205237216019,0.8461538461538461,6,15,0.9428571428571428,ALACHUA COUNTY DEMOCRATIC WOMENS CLUB,ALLEN COUNTY DEMOCRATIC WOMANS CLUB,0
0.9334163073596636,0.875,6,8,0.9459459459459459,ALACHUA COUNTY DEMOCRATIC WOMENS CLUB,BUCHANAN COUNTY DEMOCRATIC WOMENS CLUB,0
0.9067472700065304,0.8292682926829268,4,8,0.918918918918919,ALACHUA COUNTY DEMOCRATIC WOMENS CLUB,FLATHEAD COUNTY DEMOCRATIC WOMENS CLUB,0
0.8614435222839291,0.7560975609756098,6,7,0.8857142857142857,ALACHUA COUNTY DEMOCRATIC WOMENS CLUB,FLOYD COUNTY DEMOCRATIC WOMENS CLUB,0
0.9022141990953615,0.8205128205128205,7,7,0.9411764705882353,ALACHUA COUNTY DEMOCRATIC WOMENS CLUB,HILL COUNTY DEMOCRATIC WOMENS CLUB,0
0.8871639008998209,0.7948717948717948,6,7,0.9393939393939394,ALACHUA COUNTY DEMOCRATIC WOMENS CLUB,KAY COUNTY DEMOCRATIC WOMENS CLUB,0
0.9067472700065304,0.8292682926829268,6,8,0.918918918918919,ALACHUA COUNTY DEMOCRATIC WOMENS CLUB,NICHOLAS COUNTY DEMOCRATIC WOMENS CLUB,0
0.8885233166386385,0.7894736842105263,8,9,1.0,ALASKA AIRLINES INC,ASIANA AIRLINES,0
0.5462309935991351,0.35555555555555557,27,36,0.7272727272727273,ALASKA COMMITTEE FOR A CITIZEN CONGRESS,LOST VALLEY RANCH CORP,0
0.6084869844593311,0.4222222222222222,29,36,0.76,ALASKA COMMITTEE FOR A CITIZEN CONGRESS,VT CREDIT UNION POLITICAL,0
0.944911182523068,0.8928571428571429,11,16,1.0,ALASKA MINERS ASSOCIATION,ARKANSAS MEDICAL ASSOCIATION,0
0.8757605390397141,0.7777777777777778,9,13,0.9130434782608695,ALASKA MINERS ASSOCIATION,KAROL NIEMI ASSOCIATION,0
0.9375,0.8823529411764706,7,14,0.9375,ALASKA SUPPORT INDUSTRY ALLIANCE,ALASKA TOURISM INDUSTRY ALLIANCE,0
0.8017837257372732,0.6428571428571429,7,8,1.0,ALBERTSONS INC,STANS INC,0
0.8970852271450606,0.8125,5,10,0.9285714285714286,ALBERTSONS INC,WALTER BOSS INC,0
0.9459053029269173,0.8947368421052632,2,4,1.0,ALCOA INTERNATIONAL,ACA INTERNATIONAL,0
0.8902638145194516,0.8,3,5,0.9411764705882353,ALCOA INTERNATIONAL,ACT INTERNATIONAL,0
0.9192547197409877,0.85,2,5,0.9444444444444444,ALCOA INTERNATIONAL,ADCO INTERNATIONAL,0
0.872081599272381,0.7727272727272727,6,6,0.8947368421052632,ALCOA INTERNATIONAL,CONSUL INTERNATIONAL,0
0.9192547197409877,0.85,4,4,0.9444444444444444,ALCOA INTERNATIONAL,EOLA INTERNATIONAL,0
0.8947368421052632,0.8095238095238095,12,6,0.8947368421052632,ALCOA INTERNATIONAL,INTERNATIONAL PLAZA,0
0.9192547197409877,0.85,3,4,0.9444444444444444,ALCOA INTERNATIONAL,LASA INTERNATIONAL,0
0.8548504142651103,0.7307692307692307,11,12,1.0,ALCOA INTERNATIONAL,OCEAN INTERNATIONAL REALTY,0
0.8804087784801333,0.782608695652174,7,7,0.9473684210526315,ALCOA INTERNATIONAL,PALA INTERNATIONAL INC,0
0.8660254037844386,0.75,7,9,1.0,ALL INDIA,PALLADIA INC,0
0.8804087784801333,0.782608695652174,4,9,0.9473684210526315,ALLEGHENY AIRLINES INC,LEGEND AIRLINES INC,0
0.8823529411764706,0.7894736842105263,7,9,0.8823529411764706,ALLEGHENY ELECTRIC COOPERATIVE INC,GREENBELT ELECTRIC COOPERATIVE INC,0
0.9258200997725514,0.8571428571428571,5,11,1.0,ALLEGIANCE TELECOM,ALLEGIANCETELECOM INC,1
0.8703882797784892,0.7692307692307693,6,8,0.9090909090909091,ALLERGAN INC,LA LANE INC,0
0.8660254037844386,0.75,3,5,1.0,ALLERGAN INC,LEGAN INC,0
0.88,0.7857142857142857,10,12,0.88,ALLIANCE DEVELOPMENT FUND,HEARTLAND DEVELOPMENT INC,0
0.8954430086935637,0.8076923076923077,9,12,0.9545454545454546,ALLIANCE DEVELOPMENT FUND,LAUREN DEVELOPMENT INC,0
0.8770580193070293,0.7692307692307693,12,18,1.0,ALLIANCE FOR AMERICA,ATLANTIC REALTY OF AMERICA,0
0.9831920802501751,0.9666666666666667,2,12,1.0,ALLIANCE OF AMERICAN INSURERS,ALLIANCE FOR AMERICAN INSURERS,1
0.9413574486632833,0.8888888888888888,11,13,0.96,ALLIANT ENERGY CORPORATION,DANIEL REALTY CORPORATION,0
0.8981462390204986,0.8148148148148148,14,13,0.9166666666666666,ALLIED PILOTS ASSOCIATION,CASTILLO ASSOCIATION LLP,0
0.8897565210026093,0.7916666666666666,6,8,1.0,ALLSTATE ENTERPRISES INC,ATL ENTERPRISES INC,0
0.867227382716513,0.76,6,8,0.95,ALLSTATE ENTERPRISES INC,CALL ENTERPRISES INC,0
0.893819357296686,0.8076923076923077,5,8,0.9130434782608695,ALLSTATE ENTERPRISES INC,COASTAL ENTERPRISES INC,0
0.867227382716513,0.76,6,8,0.95,ALLSTATE ENTERPRISES INC,ELAN ENTERPRISES INC,0
0.867227382716513,0.76,8,11,0.95,ALLSTATE ENTERPRISES INC,GIST ENTERPRISES LLC,0
0.8660254037844387,0.75,12,16,1.0,ALLSTATE ENTERPRISES INC,INDUSTRIAL METAL ENTERPRISES INC,0
0.8703882797784892,0.7692307692307693,6,12,0.9090909090909091,ALLSTATE ENTERPRISES INC,"LEFTA ENTERPRISES, INC",0
0.867227382716513,0.76,5,6,0.95,ALLSTATE ENTERPRISES INC,LOTE ENTERPRISES INC,0
0.8981462390204986,0.8148148148148148,9,11,0.9166666666666666,ALLSTATE ENTERPRISES INC,PARANDISE ENTERPRISES LLC,0
0.867227382716513,0.76,7,9,0.95,ALLSTATE ENTERPRISES INC,SABEL ENTERPRISES IN,0
0.8897565210026093,0.7916666666666666,7,8,1.0,ALLSTATE ENTERPRISES INC,SEL ENTERPRISES INC,0
0.9139076937674137,0.84,6,7,0.9545454545454546,ALLSTATE ENTERPRISES INC,SETTLE ENTERPRISES INC,0
0.8897565210026093,0.7916666666666666,7,8,1.0,ALLSTATE ENTERPRISES INC,TEA ENTERPRISES INC,0
0.8908708063747479,0.8,6,8,0.9523809523809523,ALLSTATE ENTERPRISES INC,TITEL ENTERPRISES INC,0
0.9759000729485332,0.9523809523809523,1,6,1.0,ALLSTATE INSURANCE CO,ALLSTATE INSURACE CO,1
0.8744746321952062,0.7647058823529411,6,7,1.0,ALM MEDIA LLC,LAMBERT MEDIA LLC,0
0.9192547197409877,0.85,9,14,0.9444444444444444,ALOHA AIRLINES INC,AERIAL HOLDINGS INC,0
0.848528137423857,0.72,14,21,1.0,ALOHA AIRLINES INC,MICHAEL L NAIRNE ASSO INC,0
0.8902638145194516,0.8,3,4,0.9411764705882353,ALPHA INTERNATIONAL,ACA INTERNATIONAL,0
0.8804087784801333,0.782608695652174,5,8,0.9473684210526315,ALPHA INTERNATIONAL,HALLMARK INTERNATIONAL,0
0.9192547197409877,0.85,3,4,0.9444444444444444,ALPHA INTERNATIONAL,LASA INTERNATIONAL,0
0.8804087784801333,0.782608695652174,7,7,0.9473684210526315,ALPHA INTERNATIONAL,PALA INTERNATIONAL INC,0
0.9233805168766388,0.8571428571428571,4,6,0.9473684210526315,ALPHA INTERNATIONAL,PALACE INTERNATIONAL,0
0.8610567718228918,0.75,8,9,0.9473684210526315,ALPHA INTERNATIONAL,PHILATRON INTERNATIONAL,0
0.872081599272381,0.7727272727272727,5,6,0.8947368421052632,ALPHA INTERNATIONAL,U-HAUL INTERNATIONAL,0
0.6324555320336759,0.4,11,12,1.0,ALTNET,HEALTH STOP INC,0
0.6324555320336759,0.4,11,12,1.0,ALTNET,JOHNSTON REALTY,0
0.6793662204867574,0.46153846153846156,10,12,1.0,ALTNET,TRAMPLER TONY,0
0.8838834764831844,0.7894736842105263,6,8,0.9375,ALTRIA GROUP INC,ABATELLI GROUP INC,0
0.9095085938862486,0.8333333333333334,5,7,0.9375,ALTRIA GROUP INC,AGUILAR GROUP INC,0
0.875,0.7777777777777778,5,6,0.875,ALTRIA GROUP INC,AIRNET GROUP INC,0
0.8944271909999159,0.8,4,4,1.0,ALTRIA GROUP INC,ALTRIA GROUP INC.PAC,1
0.9095085938862486,0.8333333333333334,6,7,0.9375,ALTRIA GROUP INC,CAPITAL GROUP INC,0
0.9354143466934853,0.875,3,5,1.0,ALTRIA GROUP INC,ITRA GROUP INC,0
0.8728715609439696,0.7619047619047619,14,15,1.0,ALTRIA GROUP INC,MACH INDUSTRIAL GROUP,0
0.9036961141150639,0.8235294117647058,3,5,0.9333333333333333,ALTRIA GROUP INC,SALTA GROUP INC,0
0.875,0.7777777777777778,4,5,0.875,ALTRIA GROUP INC,TIERRA GROUP INC,0
0.9036961141150639,0.8235294117647058,5,6,0.9333333333333333,ALTRIA GROUP INC,TRASI GROUP INC,0
0.9428090415820635,0.8888888888888888,14,12,1.0,ALTRIA GROUP INC,TRI FINACIAL GROUP,0
0.8959786703810408,0.8095238095238095,7,8,0.9444444444444444,AMBASE CORPORATION,BLAKEMAN CORPORATION,0
0.8743856497851875,0.7727272727272727,7,9,0.9444444444444444,AMBASE CORPORATION,DATATIMES CORPORATION,0
0.8959786703810408,0.8095238095238095,7,8,0.9444444444444444,AMBASE CORPORATION,ISABELLA CORPORATION,0
0.8743856497851875,0.7727272727272727,6,8,0.9444444444444444,AMBERSON HOLDINGS LLC,BROAD HOLDINGS LLC,0
0.8743856497851875,0.7727272727272727,6,8,0.9444444444444444,AMBERSON HOLDINGS LLC,MARET HOLDINGS LLC,0
0.901127113779166,0.8181818181818182,6,8,0.9473684210526315,AMBERSON HOLDINGS LLC,RAMSEY HOLDINGS LLC,0
0.8728715609439696,0.7619047619047619,6,9,1.0,AMER OF MICHIGAN,HOME CARE OF MICHIGAN,0
0.9259259259259259,0.8620689655172413,23,17,0.9259259259259259,AMER OF NORTHERN CALIFORNIA,CALIFORNIANS FOR MORE WATER,0
0.8784104611578831,0.78125,6,7,0.9259259259259259,AMER OF SOUTHERN CALIFORNIA,SERVPRO OF SOUTHERN CALIFORNIA,0
0.875,0.7777777777777778,8,8,0.875,AMERICAN ACADEMY OF PHYSICIAN ASSISTANTS,OKLAHOMA ACADEMY OF PHYSICIAN ASSISTANTS,0
0.8763560920082657,0.7741935483870968,9,18,0.96,AMERICAN AMBULANCE ASSOCIATION,MARIAN ALUMNI ASSOCIATION,0
0.8744746321952062,0.7647058823529411,14,21,1.0,AMERICAN ANGUS ASSOCIATION,MICHIGAN MANUFACTURERS ASSOCIATION,0
0.9304842103984708,0.8695652173913043,15,13,0.9523809523809523,AMERICAN ARTS ALLIANCE,ALL AMERICAN PAINTERS,0
0.90625,0.8285714285714286,5,8,0.90625,AMERICAN ASSOCIATION FOR JUSTICE,MARYLAND ASSOCIATION FOR JUSTICE,0
0.9120123092652647,0.8367346938775511,37,41,0.9534883720930233,AMERICAN ASSOCIATION FOR THE UNITED NATIONS,SONOMA STATE UNIVERSITY ACADEMIC FOUNDATION INC,0
0.9574271077563381,0.9166666666666666,4,4,1.0,AMERICAN ASSOCIATION OF ADVERTISING AGENCIES,AMERICAN ASSOCIATION OF ADVERTISING AGENCIES INC,1
0.926829268292683,0.8636363636363636,5,8,0.926829268292683,AMERICAN ASSOCIATION OF CHRISTIAN SCHOOLS,MARYLAND ASSOCIATION OF CHRISTIAN SCHOOLS,0
0.9432422182837986,0.8918918918918919,23,20,0.9705882352941176,AMERICAN ASSOCIATION OF HEALTH PLANS,HEALTH INSURANCE ASSOCIATION OF AM,1
0.8888888888888888,0.8,7,8,0.8888888888888888,AMERICAN ASSOCIATION OF HEALTH PLANS,VIRGINIA ASSOCIATION OF HEALTH PLANS,0
0.9189365834726815,0.8444444444444444,7,19,1.0,AMERICAN ASSOCIATION OF NEUROLOGICAL SURGEONS,AMERICAN ASSN OF NEUROLOGICAL SURGEONS,1
0.9583148474999099,0.9183673469387755,4,4,1.0,AMERICAN ASSOCIATION OF UNIVERSITY PROFESSORS,UNH AMERICAN ASSOCIATION OF UNIVERSITY PROFESSORS,1
0.9411764705882353,0.8888888888888888,6,8,0.9411764705882353,AMERICAN ATHEISTS,AMERICAN STITCHES,0
0.8798826901281198,0.7741935483870968,7,8,1.0,AMERICAN AUTOMOBILE ASSOCIATION,AMERICAN AUTOMOBILE ASSN,1
0.9379580992210836,0.8823529411764706,13,15,0.967741935483871,AMERICAN BELL INTERNATIONAL INC,MARCELLE MARTIN INTERNATIONAL INC,0
0.8665782448262421,0.7567567567567568,10,24,0.9655172413793104,AMERICAN BLOOD RESOURCES ASSOCIATION,MATERIAL RESOURCE ASSOCIATION,0
0.49074772881118184,0.2982456140350877,40,46,0.7083333333333334,AMERICAN BOARD OF PROFESSIONAL LIABILITY ATTORNEYS,MCDONALDSS HOMEMADE GOOD,0
0.8864052604279183,0.7857142857142857,9,9,1.0,AMERICAN BOARD OF TRIAL ADVOCATES,AMERICAN BOARD OF TRIAL ADVOCATES NATIONAL,1
0.7559289460184544,0.5714285714285714,14,16,1.0,AMERICAN BUS ASSOCIATION INC,BEAR ASSOCIATION,0
0.8666666666666667,0.7647058823529411,7,5,0.8666666666666667,AMERICAN CAN CO,ANAMERICAN CORP,0
0.8944271909999159,0.8,6,14,1.0,AMERICAN CANOE ASSOCIATION INC,AMERICAN ASSOCIATION INC,0
0.8885233166386385,0.7894736842105263,13,26,1.0,AMERICAN CANOE ASSOCIATION INC,KOREAN AMERICANACISTS ASSOCIATIONS INC,0
0.46328082291318823,0.30120481927710846,41,51,0.4807692307692308,AMERICAN CATHOLIC CORRECTIONAL CHAPLAINS ASSOCIATION,EVERGREEN FREEDOM FOUNDATIONEVERGREEN FREEDOM FOUNDATION,0
0.8944271909999159,0.8,48,52,1.0,AMERICAN CATHOLIC CORRECTIONAL CHAPLAINS ASSOCIATION,NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION OHIO-MICHIGAN CHAPTER,0
0.9304083928170915,0.868421052631579,7,17,0.9705882352941176,AMERICAN CATHOLIC LAWYERS ASSOCIATION,AMERICAN TRIAL LAWYERS ASSOCIATION,0
0.9135468796041984,0.8387096774193549,6,14,0.9629629629629629,AMERICAN CEMENT CORPORATION,AMERICAN MANAGEMENT CORPORATIO,0
0.8934271123648291,0.8064516129032258,8,12,0.9259259259259259,AMERICAN CEMENT CORPORATION,REIFER MANAGEMENT CORPORATION,0
0.9090909090909091,0.8333333333333334,5,8,0.9090909090909091,AMERICAN CHIROPRACTIC ASSOCIATION,MARYLAND CHIROPRACTIC ASSOCIATION,0
0.8944271909999159,0.8,6,14,1.0,AMERICAN CIVIC ASSOCIATION INC,AMERICAN ASSOCIATION INC,0
0.9004503377814962,0.8108108108108109,7,7,1.0,AMERICAN CIVIL LIBERTIES UNION,AMERICAN CIVIL LIBERTIES UNION OREGON,1
0.9486832980505138,0.9,6,8,1.0,AMERICAN CIVIL LIBERTIES UNION,MAINE CIVIL LIBERTIES UNION,0
0.5286748515354545,0.3269230769230769,40,44,0.7727272727272727,AMERICAN CIVIL LIBERTIES UNION FUND OF MICHIGAN,LOPEZ AND MOORER TRUST,0
0.8986182904354194,0.813953488372093,6,9,0.9459459459459459,AMERICAN CIVIL LIBERTIES UNION OF ARIZONA,AMERICAN CIVIL LIBERTIES UNION OREGON,0
0.8624886920341297,0.7555555555555555,8,10,0.918918918918919,AMERICAN CIVIL LIBERTIES UNION OF MARYLAND,AMERICAN CIVIL LIBERTIES UNION OREGON,0
0.8837879163470619,0.7906976744186046,7,8,0.918918918918919,AMERICAN CIVIL LIBERTIES UNION OF NEVADA,AMERICAN CIVIL LIBERTIES UNION OREGON,0
